ds,trend,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,y,yhat,yhat_lower,yhat_upper,sigma
2023-07-19,3835.933963256261,3835.933963256261,3835.933963256261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487592608,23.050065487592608,23.050065487592608,0.0,0.0,0.0,23.050065487592608,23.050065487592608,23.050065487592608,0.0,0.0,0.0,3626.0000000000005,3264.2789621465113,2843.626323156557,3684.9316011364654,243.15181444506027
2023-07-20,3730.48213153331,3730.48213153331,3730.48213153331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795733807,18.048250795733807,18.048250795733807,0.0,0.0,0.0,18.048250795733807,18.048250795733807,18.048250795733807,0.0,0.0,0.0,3231.0,3229.574981166605,2807.242576261777,3651.9073860714334,244.12277740163495
2023-07-21,3626.5000351123676,3626.5000351123676,3626.5000351123676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011082423,13.725309011082423,13.725309011082423,0.0,0.0,0.0,13.725309011082423,13.725309011082423,13.725309011082423,0.0,0.0,0.0,3212.0,3194.0198595734796,2770.51211641367,3617.5276027332893,244.80216367619064
2023-07-22,3523.9876739934316,3523.9876739934316,3523.9876739934316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146421707,6.874420146421707,6.874420146421707,0.0,0.0,0.0,6.874420146421707,6.874420146421707,6.874420146421707,0.0,0.0,0.0,3523.0000000000005,3842.1521316408443,3395.615917706722,4288.688345574967,258.11341845903013
2023-07-23,3422.945048176503,3422.945048176503,3422.945048176503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126795505,111.85205126795505,111.85205126795505,0.0,0.0,0.0,111.85205126795505,111.85205126795505,111.85205126795505,0.0,0.0,0.0,4461.999999999999,4772.316271039034,4237.212070901457,5307.4204711766115,309.30878620669193
2023-07-24,3472.531404932982,3472.531404932982,3472.531404932982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229960065323,5.326229960065323,5.326229960065323,0.0,0.0,0.0,5.326229960065323,5.326229960065323,5.326229960065323,0.0,0.0,0.0,3814.0,3749.853964325793,3277.1193780415197,4222.588550610067,273.25698629148764
2023-07-25,3522.4743488784266,3522.4743488784266,3522.4743488784266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849106976,7.571561849106976,7.571561849106976,0.0,0.0,0.0,7.571561849106976,7.571561849106976,7.571561849106976,0.0,0.0,0.0,3287.0000000000005,3203.42299423559,2767.1967280171566,3639.6492604540235,252.15391110892108
2023-07-26,3572.773880012833,3572.773880012833,3572.773880012833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05006548756808,23.05006548756808,23.05006548756808,0.0,0.0,0.0,23.05006548756808,23.05006548756808,23.05006548756808,0.0,0.0,0.0,3058.9999999999995,3021.8808406317444,2613.9831564938595,3429.7785247696293,235.77900817218773
2023-07-27,3623.429998336207,3623.429998336207,3623.429998336207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795683916,18.048250795683916,18.048250795683916,0.0,0.0,0.0,18.048250795683916,18.048250795683916,18.048250795683916,0.0,0.0,0.0,3067.000000000001,3130.0231744652046,2718.844307806157,3541.2020411242524,237.67564546765774
2023-07-28,3674.4427027066763,3674.4427027066763,3674.4427027066763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011047472,13.725309011047472,13.725309011047472,0.0,0.0,0.0,13.725309011047472,13.725309011047472,13.725309011047472,0.0,0.0,0.0,3256.0,3239.022772232599,2831.8428491646537,3646.2026953005443,235.3641173803153
2023-07-29,3725.811994250202,3725.811994250202,3725.811994250202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146484548,6.874420146484548,6.874420146484548,0.0,0.0,0.0,6.874420146484548,6.874420146484548,6.874420146484548,0.0,0.0,0.0,4258.000000000001,4052.766385874362,3563.6560850162996,4541.876686732425,282.7227172589957
2023-07-30,3777.537872966786,3777.537872966786,3777.537872966786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126796876,111.85205126796876,111.85205126796876,0.0,0.0,0.0,111.85205126796876,111.85205126796876,111.85205126796876,0.0,0.0,0.0,5016.000000000001,5189.428938778203,4648.010391466565,5730.8474860898405,312.9586978679985
2023-07-31,3719.308636904283,3719.308636904283,3719.308636904283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229960034562,5.326229960034562,5.326229960034562,0.0,0.0,0.0,5.326229960034562,5.326229960034562,5.326229960034562,0.0,0.0,0.0,4031.0000000000014,4006.130110820551,3529.590340461486,4482.669881179616,275.4565146584191
2023-08-01,3661.531683687361,3661.531683687361,3661.531683687361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849100717,7.571561849100717,7.571561849100717,0.0,0.0,0.0,7.571561849100717,7.571561849100717,7.571561849100717,0.0,0.0,0.0,3586.0,3336.095656400834,2899.9254207170275,3772.26589208464,252.1215235166511
2023-08-02,3604.2070133160178,3604.2070133160178,3604.2070133160178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487543545,23.050065487543545,23.050065487543545,0.0,0.0,0.0,23.050065487543545,23.050065487543545,23.050065487543545,0.0,0.0,0.0,3012.0000000000005,3050.7947376654847,2627.1855864973527,3474.4038888336167,244.8607810220416
2023-08-03,3547.334625790256,3547.334625790256,3547.334625790256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795634033,18.048250795634033,18.048250795634033,0.0,0.0,0.0,18.048250795634033,18.048250795634033,18.048250795634033,0.0,0.0,0.0,3238.0000000000005,3059.326812568081,2640.5906635264,3478.062961609762,242.04401678709897
2023-08-04,3490.8959747626436,3490.8959747626436,3490.8959747626436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011125713,13.725309011125713,13.725309011125713,0.0,0.0,0.0,13.725309011125713,13.725309011125713,13.725309011125713,0.0,0.0,0.0,3058.0000000000005,3066.837656947401,2660.039090374988,3473.6362235198135,235.14368009966046
2023-08-05,3434.909905174615,3434.909905174615,3434.909905174615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146513948,6.874420146513948,6.874420146513948,0.0,0.0,0.0,6.874420146513948,6.874420146513948,6.874420146513948,0.0,0.0,0.0,3534.0000000000005,3749.1148565320236,3294.606216582359,4203.623496481689,262.72175719633793
2023-08-06,3379.376417026167,3379.376417026167,3379.376417026167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126798243,111.85205126798243,111.85205126798243,0.0,0.0,0.0,111.85205126798243,111.85205126798243,111.85205126798243,0.0,0.0,0.0,4515.999999999999,4720.846594788747,4226.152670291943,5215.540519285551,285.9502453738753
2023-08-07,3324.295510317303,3324.295510317303,3324.295510317303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229959998917,5.326229959998917,5.326229959998917,0.0,0.0,0.0,5.326229959998917,5.326229959998917,5.326229959998917,0.0,0.0,0.0,3371.9999999999995,3595.7492461307324,3147.908160530086,4043.5903317313787,258.86767953794566
2023-08-08,3286.1468739396078,3286.1468739396078,3286.1468739396078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849147944,7.571561849147944,7.571561849147944,0.0,0.0,0.0,7.571561849147944,7.571561849147944,7.571561849147944,0.0,0.0,0.0,3013.0,2978.242514036125,2565.143991796985,3391.341036275265,238.78527297060126
2023-08-09,3248.2183938676626,3248.2183938676626,3248.2183938676626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487635386,23.050065487635386,23.050065487635386,0.0,0.0,0.0,23.050065487635386,23.050065487635386,23.050065487635386,0.0,0.0,0.0,2759.0,2724.014782540637,2338.8262745643633,3109.203290516911,222.65231674929126
2023-08-10,3210.510070101463,3210.510070101463,3210.510070101463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795737292,18.048250795737292,18.048250795737292,0.0,0.0,0.0,18.048250795737292,18.048250795737292,18.048250795737292,0.0,0.0,0.0,2862.9999999999995,2747.126743505641,2339.050606202203,3155.202880809079,235.88216029100462
2023-08-11,3173.021902641014,3173.021902641014,3173.021902641014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011090754,13.725309011090754,13.725309011090754,0.0,0.0,0.0,13.725309011090754,13.725309011090754,13.725309011090754,0.0,0.0,0.0,3272.9999999999995,2769.3710929643817,2378.9803884997154,3159.761797429048,225.65936674258168
2023-08-12,3135.730275251187,3135.730275251187,3135.730275251187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146543343,6.874420146543343,6.874420146543343,0.0,0.0,0.0,6.874420146543343,6.874420146543343,6.874420146543343,0.0,0.0,0.0,3156.000000000001,3436.2461596245157,3007.3761126864656,3865.116206562566,247.90176123586724
2023-08-13,3098.659084103298,3098.659084103298,3098.659084103298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126799607,111.85205126799607,111.85205126799607,0.0,0.0,0.0,111.85205126799607,111.85205126799607,111.85205126799607,0.0,0.0,0.0,4414.000000000001,4387.951366953627,3920.0618213970515,4855.840912510203,270.4563847147838
2023-08-14,3061.808329197351,3061.808329197351,3061.808329197351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229959973043,5.326229959973043,5.326229959973043,0.0,0.0,0.0,5.326229959973043,5.326229959973043,5.326229959973043,0.0,0.0,0.0,3421.000000000001,3322.5392987740033,2893.11070612067,3751.967891427337,248.22462003082856
2023-08-15,3388.5623174383763,3388.5623174383763,3388.5623174383763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849062401,7.571561849062401,7.571561849062401,0.0,0.0,0.0,7.571561849062401,7.571561849062401,7.571561849062401,0.0,0.0,0.0,2923.000000000001,3075.7796430683,2666.5718027412063,3484.987483395394,236.53632388849368
2023-08-16,3731.87919128381,3731.87919128381,3731.87919128381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487610844,23.050065487610844,23.050065487610844,0.0,0.0,0.0,23.050065487610844,23.050065487610844,23.050065487610844,0.0,0.0,0.0,2801.0,3168.3457256321844,2745.4853870307757,3591.206064233593,244.42794138809745
2023-08-17,4091.758950733668,4091.758950733668,4091.758950733668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0482507956874,18.0482507956874,18.0482507956874,0.0,0.0,0.0,18.0482507956874,18.0482507956874,18.0482507956874,0.0,0.0,0.0,2811.0000000000005,3566.3034140969585,3112.760669420587,4019.84615877333,262.16343622911654
2023-08-18,4468.201595787931,4468.201595787931,4468.201595787931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72530901111907,13.72530901111907,13.72530901111907,0.0,0.0,0.0,13.72530901111907,13.72530901111907,13.72530901111907,0.0,0.0,0.0,4017.0000000000005,3986.639321162373,3508.412885712742,4464.865756612005,276.4314655778215
2023-08-19,4277.988775362968,4277.988775362968,4277.988775362968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146572744,6.874420146572744,6.874420146572744,0.0,0.0,0.0,6.874420146572744,6.874420146572744,6.874420146572744,0.0,0.0,0.0,5438.000000000001,4627.842449833574,4152.621485378675,5103.063414288474,274.69419910687816
