ds,trend,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,y,yhat,yhat_lower,yhat_upper,sigma
2023-08-20,4091.9132072424572,4091.9132072424572,4091.9132072424572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126795023,111.85205126795023,111.85205126795023,0.0,0.0,0.0,111.85205126795023,111.85205126795023,111.85205126795023,0.0,0.0,0.0,6936.999999999999,5556.819412401502,5013.54049641973,6100.098328383274,314.0340554807931
2023-08-21,3909.974891426389,3909.974891426389,3909.974891426389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3262299599373915,5.3262299599373915,5.3262299599373915,0.0,0.0,0.0,5.3262299599373915,5.3262299599373915,5.3262299599373915,0.0,0.0,0.0,4364.999999999999,4203.921463076363,3707.6387305210988,4700.204195631626,286.86863153483455
2023-08-22,3732.1738279147685,3732.1738279147685,3732.1738279147685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849082883,7.571561849082883,7.571561849082883,0.0,0.0,0.0,7.571561849082883,7.571561849082883,7.571561849082883,0.0,0.0,0.0,2895.0,3403.5407796254112,2957.8545634987104,3849.226995752112,257.62209024664776
2023-08-23,3558.460635721613,3558.460635721613,3558.460635721613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487586306,23.050065487586306,23.050065487586306,0.0,0.0,0.0,23.050065487586306,23.050065487586306,23.050065487586306,0.0,0.0,0.0,3051.0000000000005,3008.718415338025,2599.211856125375,3418.2249745506747,236.70899376453755
2023-08-24,3388.887077388114,3388.887077388114,3388.887077388114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795714086,18.048250795714086,18.048250795714086,0.0,0.0,0.0,18.048250795714086,18.048250795714086,18.048250795714086,0.0,0.0,0.0,2753.0,2912.310282756263,2491.9184815665553,3332.7020839459706,243.00104115012
2023-08-25,3223.453152914275,3223.453152914275,3223.453152914275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011020832,13.725309011020832,13.725309011020832,0.0,0.0,0.0,13.725309011020832,13.725309011020832,13.725309011020832,0.0,0.0,0.0,2809.0,2816.4985807505586,2433.760891260387,3199.2362702407304,221.2356586648391
2023-08-26,3282.6425028934145,3282.6425028934145,3282.6425028934145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146431751,6.874420146431751,6.874420146431751,0.0,0.0,0.0,6.874420146431751,6.874420146431751,6.874420146431751,0.0,0.0,0.0,3371.9999999999995,3589.9583566366364,3145.695926727896,4034.2207865453765,256.7990924327979
2023-08-27,3342.3703404430566,3342.3703404430566,3342.3703404430566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8520512680264,111.8520512680264,111.8520512680264,0.0,0.0,0.0,111.8520512680264,111.8520512680264,111.8520512680264,0.0,0.0,0.0,4550.999999999999,4677.089479625329,4167.431832954803,5186.747126295854,294.5997957633094
2023-08-28,3402.636665563206,3402.636665563206,3402.636665563206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229959901747,5.326229959901747,5.326229959901747,0.0,0.0,0.0,5.326229959901747,5.326229959901747,5.326229959901747,0.0,0.0,0.0,3970.0000000000005,3677.2079537936943,3216.2546218324705,4138.161285754918,266.4470126943491
2023-08-29,3463.4414782538597,3463.4414782538597,3463.4414782538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849103366,7.571561849103366,7.571561849103366,0.0,0.0,0.0,7.571561849103366,7.571561849103366,7.571561849103366,0.0,0.0,0.0,2785.0,3147.1386115764176,2715.75533356898,3578.521889583855,249.3544959580564
2023-08-30,3775.1303006289045,3775.1303006289045,3775.1303006289045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05006548756177,23.05006548756177,23.05006548756177,0.0,0.0,0.0,23.05006548756177,23.05006548756177,23.05006548756177,0.0,0.0,0.0,2980.0000000000005,3208.2074831681907,2786.3960500499393,3630.018916286442,243.8216376406077
2023-08-31,4100.24649494166,4100.24649494166,4100.24649494166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.04825079568981,18.04825079568981,18.04825079568981,0.0,0.0,0.0,18.04825079568981,18.04825079568981,18.04825079568981,0.0,0.0,0.0,4037.0000000000005,3574.2275547954396,3125.4907377627965,4022.9643718280827,259.38544337147005
2023-09-01,4438.790061192118,4438.790061192118,4438.790061192118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309011049154,13.725309011049154,13.725309011049154,0.0,0.0,0.0,13.725309011049154,13.725309011049154,13.725309011049154,0.0,0.0,0.0,4079.9999999999995,3958.8605708745854,3489.9051185522417,4427.816023196929,271.0725157932622
2023-09-02,4790.760999380281,4790.760999380281,4790.760999380281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.849273159036603,8.849273159036603,8.849273159036603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.322875551502715,31.322875551502715,31.322875551502715,8.849273159036603,8.849273159036603,8.849273159036603,6.874420146461149,6.874420146461149,6.874420146461149,0.0,0.0,0.0,5596.999999999999,5596.836507920098,5040.781052939062,6152.891962901133,321.4193381393272
2023-09-03,5097.286410740461,5097.286410740461,5097.286410740461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803682748554164,1.2803682748554164,1.2803682748554164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19819150673207,89.19819150673207,89.19819150673207,1.2803682748554164,1.2803682748554164,1.2803682748554164,111.85205126797763,111.85205126797763,111.85205126797763,0.0,0.0,0.0,6535.0,6535.067160980459,5939.308971830623,7130.825350130296,344.3688954623334
2023-09-04,5413.316267977009,5413.316267977009,5413.316267977009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.91916806025681,45.91916806025681,45.91916806025681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52325271989203,82.52325271989203,82.52325271989203,45.91916806025681,45.91916806025681,45.91916806025681,5.326229959870986,5.326229959870986,5.326229959870986,0.0,0.0,0.0,6832.999999999999,6832.58851199627,6236.5567490917365,7428.620274900804,344.5270305806554
2023-09-05,5738.850571089914,5738.850571089913,5738.850571089913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32413672764396584,0.32413672764396584,0.32413672764396584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.762507691406755,4.762507691406755,4.762507691406755,0.32413672764396584,0.32413672764396584,0.32413672764396584,7.571561849044567,7.571561849044567,7.571561849044567,0.0,0.0,0.0,5413.0,5412.969343110134,4870.031211686623,5955.907474533646,313.83707018700096
2023-09-06,6073.82472483516,6073.82472483516,6073.82472483516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.07897719696587,390.07897719696587,390.07897719696587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.7744588667821,602.7744588667821,602.7744588667821,390.07897719696587,390.07897719696587,390.07897719696587,23.05006548761115,23.05006548761115,23.05006548761115,0.0,0.0,0.0,2849.000000000001,2849.774697648684,2449.7517138942467,3249.7976814031217,231.22715823955926
2023-09-07,6418.299711145486,6418.299711145489,6418.299711145489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795716495,18.048250795716495,18.048250795716495,0.0,0.0,0.0,18.048250795716495,18.048250795716495,18.048250795716495,0.0,0.0,0.0,5773.449706763078,5755.645140237551,5194.765375327722,6316.524905147379,324.20795659527687
2023-09-08,6772.275530020883,6772.275530020883,6772.275530020883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72530901107747,13.72530901107747,13.72530901107747,0.0,0.0,0.0,13.72530901107747,13.72530901107747,13.72530901107747,0.0,0.0,0.0,6234.478904873947,6176.241626366189,5595.41461555975,6757.068637172628,335.73815653551384
2023-09-09,7135.75218146136,7135.75218146136,7135.75218146136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146490547,6.874420146490547,6.874420146490547,0.0,0.0,0.0,6.874420146490547,6.874420146490547,6.874420146490547,0.0,0.0,0.0,7623.204884184305,7585.5900698830665,6916.886667751989,8254.293472014144,386.5337584572699
2023-09-10,7508.729662183875,7508.729662183875,7508.729662183875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8520512679913,111.8520512679913,111.8520512679913,0.0,0.0,0.0,111.8520512679913,111.8520512679913,111.8520512679913,0.0,0.0,0.0,9401.367634265876,9453.466669069188,8715.57317979607,10191.360158342306,426.52802848157063
2023-09-11,7891.207975306319,7891.207975306319,7891.207975306319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229960015765,5.326229960015765,5.326229960015765,0.0,0.0,0.0,5.326229960015765,5.326229960015765,5.326229960015765,0.0,0.0,0.0,8200.752023380359,8306.560489003325,7642.187870615178,8970.933107391471,384.0304152532637
2023-09-12,8283.187120828681,8283.187120828678,8283.187120828678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849038305,7.571561849038305,7.571561849038305,0.0,0.0,0.0,7.571561849038305,7.571561849038305,7.571561849038305,0.0,0.0,0.0,7706.488638724392,7789.892778098412,7125.316860957142,8454.468695239682,384.1479289833933
2023-09-13,8684.667098750973,8684.667098750973,8684.667098750973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05006548751269,23.05006548751269,23.05006548751269,0.0,0.0,0.0,23.05006548751269,23.05006548751269,23.05006548751269,0.0,0.0,0.0,7779.152520077444,7812.8827765142405,7179.51661816526,8446.24893486322,366.1076059820696
2023-09-14,9095.647912787454,9095.647912787454,9095.647912787454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795666604,18.048250795666604,18.048250795666604,0.0,0.0,0.0,18.048250795666604,18.048250795666604,18.048250795666604,0.0,0.0,0.0,8362.569594893639,8303.361579157478,7652.221781395427,8954.501376919528,376.3813859896251
2023-09-15,9516.129559393621,9516.129559393621,9516.129559393621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725309010979224,13.725309010979224,13.725309010979224,0.0,0.0,0.0,13.725309010979224,13.725309010979224,13.725309010979224,0.0,0.0,0.0,8915.624220903086,8807.049725115785,8121.000393199747,9493.099057031823,396.56030746591773
2023-09-16,9946.112038569481,9946.112038569481,9946.112038569481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874420146316104,6.874420146316104,6.874420146316104,0.0,0.0,0.0,6.874420146316104,6.874420146316104,6.874420146316104,0.0,0.0,0.0,10562.666443449512,10475.953964304661,9692.23466861089,11259.673259998432,453.01693392703544
2023-09-17,10385.595342863891,10385.595342863891,10385.595342863891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.85205126800498,111.85205126800498,111.85205126800498,0.0,0.0,0.0,111.85205126800498,111.85205126800498,111.85205126800498,0.0,0.0,0.0,12639.272120730735,12653.044891568527,11768.776032400208,13537.313750736845,511.13806888342134
2023-09-18,10834.579479409287,10834.579479409287,10834.579479409287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.326229959985006,5.326229959985006,5.326229959985006,0.0,0.0,0.0,5.326229959985006,5.326229959985006,5.326229959985006,0.0,0.0,0.0,11240.637241992192,11320.353258336145,10563.0403116307,12077.666205041589,437.7531483846496
2023-09-19,11293.064448205654,11293.064448205654,11293.064448205654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571561849032046,7.571561849032046,7.571561849032046,0.0,0.0,0.0,7.571561849032046,7.571561849032046,7.571561849032046,0.0,0.0,0.0,10660.660959723597,10715.807365288736,9960.48323404194,11471.131496535532,436.6035440732929
2023-09-20,11761.050249252998,11761.050249252998,11761.050249252998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.050065487562094,23.050065487562094,23.050065487562094,0.0,0.0,0.0,23.050065487562094,23.050065487562094,23.050065487562094,0.0,0.0,0.0,10746.094811673098,10742.768516613201,9972.73459001758,11512.802443208822,445.1063159512261
2023-09-21,12238.536882551345,12229.998734546307,12259.933343411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048250795693296,18.048250795693296,18.048250795693296,0.0,0.0,0.0,18.048250795693296,18.048250795693296,18.048250795693296,0.0,0.0,0.0,1146.0,11316.618787080048,10492.147997111877,12141.089577048218,476.5727109642607
